# mode: 0
# n_modes: 10
# eofs_start_date: 19790101
# eofs_end_date: 20011201
# rotated: False
# loading_pattern_input_file: nnr1.hgt.500.19480101_20200530.anom.month.19790101_20011230.nc
# anomalies_input_file: nnr1.hgt.500.19480101_20200530.anom.month.19790101_20011230.nc
# base_period_start: 19790101
# base_period_end: 20011230
# calendar: proleptic_gregorian
date,pna_index
2005-05-01,  1.20853989e+00
2005-06-01, -2.59525684e-01
2005-07-01, -4.27937146e-01
2005-08-01, -1.14309103e-01
2005-09-01, -1.02439524e+00
2005-10-01,  1.14702230e-01
2005-11-01, -7.44067416e-01
2005-12-01,  1.81674326e+00
2006-01-01, -4.52487450e-01
2006-02-01, -1.00764104e+00
2006-03-01, -8.72567030e-01
2006-04-01, -4.78625422e-01
2006-05-01, -2.69633474e-01
2006-06-01,  3.86037711e-03
2006-07-01, -5.85984180e-02
2006-08-01, -4.97931653e-01
2006-09-01, -5.71389076e-02
2006-10-01, -2.91573883e-01
2006-11-01, -1.08938787e+00
2006-12-01,  1.27993823e+00
2007-01-01, -3.92716305e-01
2007-02-01, -5.13907142e-01
2007-03-01, -1.21346503e+00
2007-04-01,  1.34171456e+00
2007-05-01, -2.62519950e-01
2007-06-01, -1.45526713e-01
2007-07-01,  6.57738325e-01
2007-08-01, -2.91589327e-01
2007-09-01, -8.45678761e-01
2007-10-01, -6.39643797e-02
2007-11-01,  3.81877210e-01
2007-12-01, -9.07039050e-01
2008-01-01, -1.56580044e+00
2008-02-01, -5.56327243e-01
2008-03-01, -1.25987448e+00
2008-04-01, -1.94068336e+00
2008-05-01,  6.61352478e-01
2008-06-01, -6.06107458e-01
2008-07-01, -2.80244904e-01
2008-08-01,  6.42448014e-01
2008-09-01, -3.38443685e-01
2008-10-01, -4.76624366e-02
2008-11-01,  8.49241911e-01
2008-12-01, -3.11602638e+00
2009-01-01, -1.26449307e+00
2009-02-01, -2.07181859e+00
2009-03-01, -2.38482592e+00
2009-04-01, -6.38722833e-01
2009-05-01, -1.19630326e+00
2009-06-01,  5.48484213e-01
2009-07-01,  5.04081283e-01
2009-08-01, -1.69976568e-02
2009-09-01,  6.25991991e-01
2009-10-01,  5.49909761e-01
2009-11-01, -1.71052876e-01
2009-12-01,  1.16885764e+00
2010-01-01,  1.80906649e+00
2010-02-01,  2.15750982e+00
2010-03-01,  8.46550707e-01
2010-04-01,  5.13469290e-01
2010-05-01, -9.50467617e-02
2010-06-01, -1.72835912e-01
2010-07-01, -5.34046750e-01
2010-08-01, -4.55192212e-01
2010-09-01, -2.15279635e-01
2010-10-01,  8.78517481e-01
2010-11-01, -9.01717669e-01
2010-12-01, -8.05063317e-01
