# mode: 0
# n_modes: 20
# low_latitude_boundary:   2.00000000e+01
# index_normalization:   7.62843323e+02
# eofs_start_date: 19790101
# eofs_end_date: 20011201
# loading_pattern_input_file: nnr1.hgt.500.19480101_20200530.anom.month.19790101_20011230.nc
# anomalies_input_file: nnr1.hgt.500.19480101_20200530.anom.month.19790101_20011230.nc
# base_period_start: 19790101
# base_period_end: 20011230
# calendar: proleptic_gregorian
date,ao_index
1989-06-01,  1.31922986e-01
1989-07-01,  6.80911794e-01
1989-08-01, -5.16208535e-02
1989-09-01,  7.42216898e-01
1989-10-01,  8.68992062e-01
1989-11-01,  7.10997175e-01
1989-12-01, -7.30004519e-01
1990-01-01,  1.04027958e+00
1990-02-01,  3.33849685e+00
1990-03-01,  2.27573294e+00
1990-04-01,  1.51257408e+00
1990-05-01,  3.39560055e-01
1990-06-01,  2.86029686e-01
1990-07-01,  2.57663299e-02
1990-08-01, -5.05762965e-01
1990-09-01, -2.14042800e-01
1990-10-01,  1.36641626e+00
1990-11-01,  1.19480738e+00
1990-12-01,  2.00623554e+00
1991-01-01,  1.37962308e+00
1991-02-01, -5.32567814e-01
1991-03-01,  3.22833055e-01
1991-04-01,  6.39551770e-01
1991-05-01,  6.26834027e-02
1991-06-01, -1.52042760e-01
1991-07-01, -3.62925510e-01
1991-08-01,  5.44099564e-01
1991-09-01, -7.28493271e-01
1991-10-01, -1.67424687e-02
1991-11-01, -2.84461249e-02
1991-12-01,  1.62865421e+00
1992-01-01,  1.92223564e-01
1992-02-01,  1.11825757e+00
1992-03-01,  3.65833110e-02
1992-04-01,  1.36581248e-01
1992-05-01,  1.97779737e+00
1992-06-01, -2.33228410e-01
1992-07-01,  3.27285693e-01
1992-08-01,  6.13026126e-01
1992-09-01,  2.32968944e-01
1992-10-01, -8.11694459e-01
1992-11-01,  6.28383389e-01
1992-12-01,  1.83150521e+00
1993-01-01,  3.22896615e+00
1993-02-01, -1.75445245e-01
1993-03-01,  1.06884315e+00
1993-04-01, -6.69090199e-01
1993-05-01, -1.59677442e+00
1993-06-01, -6.51656843e-01
1993-07-01, -7.34032756e-01
1993-08-01, -6.03561495e-01
1993-09-01,  2.49127626e-02
1993-10-01, -5.29548173e-01
1993-11-01,  2.19650571e+00
1993-12-01, -7.24751486e-02
1994-01-01, -2.74745674e-01
1994-02-01,  3.94940797e-01
1994-03-01,  1.53408314e+00
1994-04-01, -6.32123650e-02
1994-05-01, -2.33510101e-01
1994-06-01,  1.30784617e+00
1994-07-01,  7.73345205e-01
1994-08-01,  6.35734569e-01
1994-09-01,  1.63560794e-01
1994-10-01, -1.89115187e-01
1994-11-01,  2.34704682e+00
1994-12-01,  8.52906057e-01
1995-01-01, -6.90515715e-01
1995-02-01,  4.60784329e-01
1995-03-01,  3.00881436e-01
1995-04-01, -1.94205210e+00
1995-05-01, -1.00390175e+00
1995-06-01, -3.50335657e-01
1995-07-01, -1.64853337e-01
1995-08-01,  1.11909092e-01
1995-09-01, -7.25732542e-01
1995-10-01,  4.10070584e-01
1995-11-01, -1.27881808e+00
1995-12-01, -1.40718456e+00
1996-01-01, -2.09314397e-01
1996-02-01, -2.29138666e-01
1996-03-01, -9.62716156e-01
1996-04-01, -1.67695955e+00
1996-05-01,  1.23995295e-01
1996-06-01,  7.41723560e-01
1996-07-01,  6.30818536e-01
1996-08-01,  5.01417588e-01
1996-09-01, -9.59331327e-01
1996-10-01,  8.69263131e-02
1996-11-01, -1.04527437e+00
1996-12-01, -1.34470766e+00
1997-01-01,  1.55131790e-01
1997-02-01,  1.59759952e+00
1997-03-01,  9.83901811e-01
1997-04-01, -5.27128475e-01
1997-05-01, -8.21251693e-01
1997-06-01, -1.04467045e+00
1997-07-01, -6.58513648e-02
1997-08-01,  3.17235917e-01
1997-09-01, -2.91158302e-01
1997-10-01, -1.23451261e+00
1997-11-01, -2.97102519e-01
1997-12-01,  1.06623463e-02
1998-01-01, -1.70460704e+00
1998-02-01,  6.20930640e-02
1998-03-01, -1.41567849e-01
1998-04-01, -9.53754437e-02
1998-05-01,  2.66690326e-01
1998-06-01, -8.69218138e-01
1998-07-01, -4.42052836e-01
1998-08-01,  2.47684193e-01
1998-09-01, -5.35854668e-01
1998-10-01,  3.51323639e-02
1998-11-01, -1.45984836e+00
1998-12-01,  7.62272471e-01
1999-01-01,  6.94063198e-01
1999-02-01, -5.79459891e-01
1999-03-01, -1.31757781e+00
1999-04-01,  1.13319876e-01
1999-05-01,  2.55033199e-01
1999-06-01,  7.21758182e-01
1999-07-01,  2.91189926e-01
1999-08-01, -6.87429621e-01
1999-09-01,  8.63443499e-02
1999-10-01,  1.35937590e-01
1999-11-01,  7.07747925e-01
1999-12-01,  2.63383448e-01
2000-01-01,  1.27868144e+00
2000-02-01,  1.89715327e-01
2000-03-01, -1.16385164e+00
2000-04-01, -2.91019862e-01
2000-05-01,  1.00698475e+00
2000-06-01,  8.30790684e-01
2000-07-01, -5.19929477e-01
2000-08-01, -2.05669623e-01
2000-09-01,  9.95825005e-01
2000-10-01,  2.92046034e-01
2000-11-01, -1.71133426e+00
2000-12-01, -2.38606159e+00
2001-01-01, -8.36878181e-01
2001-02-01, -4.84350101e-01
2001-03-01, -1.27767572e+00
2001-04-01,  1.07566926e+00
2001-05-01,  8.86424592e-02
2001-06-01,  7.11745034e-02
2001-07-01,  3.20909245e-01
2001-08-01,  4.46774086e-01
2001-09-01, -6.16515637e-01
2001-10-01,  6.16210201e-01
2001-11-01,  1.04397805e-01
2001-12-01, -1.79175420e+00
2002-01-01,  1.42454056e+00
2002-02-01,  1.27577713e+00
2002-03-01,  4.72715088e-01
2002-04-01,  2.15230652e+00
2002-05-01,  5.89733489e-01
2002-06-01,  2.75642136e-01
2002-07-01,  4.37600276e-01
2002-08-01, -4.06543547e-01
2002-09-01,  1.04623966e-02
2002-10-01, -1.82631603e+00
2002-11-01, -1.66293718e+00
2002-12-01, -1.46506915e+00
2003-01-01, -1.23943134e+00
2003-02-01,  6.79418930e-01
2003-03-01,  8.58491358e-01
2003-04-01,  5.63478033e-01
2003-05-01,  9.37386384e-01
2003-06-01,  2.66101930e-01
2003-07-01,  3.53867605e-01
2003-08-01, -6.99091951e-01
2003-09-01, -1.56030313e-01
2003-10-01, -1.70641437e+00
2003-11-01,  1.26934618e+00
2003-12-01, -3.33148084e-01
2004-01-01, -1.40828196e+00
2004-02-01, -1.70965666e+00
2004-03-01,  6.38923747e-01
2004-04-01, -6.46415571e-01
2004-05-01,  8.83213099e-02
2004-06-01, -2.00618856e-01
2004-07-01,  8.91170503e-02
