# mode: 0
# n_modes: 20
# index_normalization:   7.67726264e+00
# eofs_start_date: 19790101
# eofs_end_date: 20011201
# loading_pattern_input_file: fcst_surf125.118_brtmp.1958010100_2018123100.daily.anom.month.19790101_20011230.nc
# anomalies_input_file: fcst_surf125.118_brtmp.1958010100_2018123100.daily.anom.month.19790101_20011230.nc
# base_period_start: 19790101
# base_period_end: 20011230
# calendar: proleptic_gregorian
date,iod_index
1994-08-01,  2.69257274e-01
1994-09-01, -2.11855003e-01
1994-10-01,  1.65375129e+00
1994-11-01, -4.16370643e-01
1994-12-01, -6.58380129e-01
1995-01-01, -6.76699141e-01
1995-02-01,  5.99343171e-01
1995-03-01, -4.61560370e-01
1995-04-01, -8.23514552e-02
1995-05-01, -3.24776881e-01
1995-06-01,  9.59554627e-01
1995-07-01,  2.52528180e-01
1995-08-01,  3.43464839e-01
1995-09-01, -4.58910922e-03
1995-10-01, -1.29166949e-01
1995-11-01, -6.13082578e-01
1995-12-01,  2.81843330e-01
1996-01-01,  3.29416174e-01
1996-02-01,  3.38040037e-01
1996-03-01,  3.77351026e-01
1996-04-01,  3.94405548e-02
1996-05-01, -2.45986851e-01
1996-06-01, -9.75084299e-02
1996-07-01, -7.30175313e-01
1996-08-01, -1.23581692e+00
1996-09-01, -1.06672375e+00
1996-10-01, -2.51486664e+00
1996-11-01, -1.32949934e+00
1996-12-01, -8.55470831e-01
1997-01-01, -2.92991654e-01
1997-02-01, -1.24126415e+00
1997-03-01, -1.65153618e-01
1997-04-01,  1.09257920e-01
1997-05-01, -2.94068712e-03
1997-06-01,  7.38482361e-01
1997-07-01,  6.28330413e-01
1997-08-01,  1.23891904e+00
1997-09-01,  1.84624588e+00
1997-10-01,  2.29968062e+00
1997-11-01,  2.87255487e+00
1997-12-01,  2.66180554e+00
1998-01-01,  3.59292622e+00
1998-02-01,  3.00423799e+00
1998-03-01,  2.75902591e+00
1998-04-01,  2.38907477e+00
1998-05-01,  2.19544438e+00
1998-06-01,  2.11456729e+00
1998-07-01,  1.33515870e-01
1998-08-01,  3.76333973e-01
1998-09-01, -1.54004665e-01
1998-10-01, -1.00312271e+00
1998-11-01, -1.57242578e+00
1998-12-01, -1.06360274e+00
1999-01-01, -1.17741839e+00
1999-02-01, -1.44396630e-01
1999-03-01,  8.71166446e-02
1999-04-01, -6.53297843e-01
1999-05-01, -2.12792919e+00
1999-06-01, -1.43797746e+00
1999-07-01, -1.90419660e-01
1999-08-01, -1.91466179e-01
1999-09-01, -4.23296986e-01
1999-10-01, -1.14632207e+00
1999-11-01, -5.09646315e-01
1999-12-01, -6.25778502e-01
2000-01-01, -1.86105929e-01
2000-02-01, -5.70514233e-01
2000-03-01, -7.70950765e-01
2000-04-01, -8.93600297e-01
2000-05-01, -6.26412010e-01
2000-06-01, -7.08010359e-01
2000-07-01,  2.55946397e-01
2000-08-01,  5.19828554e-01
2000-09-01,  4.85297569e-01
2000-10-01,  3.68795629e-01
2000-11-01,  2.02021722e-01
2000-12-01,  1.74371065e-01
2001-01-01,  2.07134035e-01
2001-02-01,  3.73943757e-01
2001-03-01,  9.03449292e-01
2001-04-01,  6.03099687e-01
2001-05-01,  6.19059370e-01
2001-06-01,  2.14730690e-01
2001-07-01,  2.49069671e-01
2001-08-01,  5.89161509e-01
2001-09-01,  1.21895817e+00
2001-10-01,  6.84266574e-01
2001-11-01,  8.41349498e-01
2001-12-01,  1.84092974e+00
2002-01-01,  1.66562354e+00
2002-02-01,  5.15248242e-01
2002-03-01,  5.95055059e-01
2002-04-01,  6.94965433e-01
2002-05-01, -2.97180976e-01
2002-06-01,  8.78915283e-01
2002-07-01,  9.53374255e-01
2002-08-01,  4.77352375e-01
2002-09-01,  1.53502639e+00
2002-10-01,  1.67886444e+00
2002-11-01,  1.12889245e+00
2002-12-01,  1.66972281e+00
2003-01-01,  9.59693552e-01
2003-02-01,  1.33222247e+00
2003-03-01,  1.02892694e+00
2003-04-01,  1.62257272e+00
2003-05-01,  1.04168050e+00
2003-06-01,  2.16479117e+00
2003-07-01,  1.55524425e+00
2003-08-01,  1.42962873e+00
2003-09-01,  1.27613213e+00
2003-10-01,  8.67693169e-01
2003-11-01,  7.35578687e-01
2003-12-01,  6.17096900e-01
2004-01-01,  1.39574819e+00
2004-02-01,  1.01831475e+00
2004-03-01,  6.42880036e-01
2004-04-01,  1.03976554e+00
2004-05-01, -7.80210570e-01
2004-06-01, -8.02591330e-01
2004-07-01, -7.63719487e-01
2004-08-01,  9.64083104e-02
2004-09-01,  3.87978398e-01
2004-10-01,  4.64131847e-01
2004-11-01, -6.76807934e-02
2004-12-01,  4.65461674e-01
2005-01-01,  4.03227278e-01
2005-02-01,  9.35722972e-02
2005-03-01,  9.80095561e-01
2005-04-01,  1.13215431e+00
2005-05-01,  1.34788013e+00
2005-06-01,  9.33026308e-01
2005-07-01, -4.33887371e-03
2005-08-01,  3.97782439e-01
2005-09-01,  8.56483451e-02
2005-10-01,  3.50438153e-02
2005-11-01, -7.23391531e-02
2005-12-01, -4.77744091e-01
2006-01-01, -3.73506201e-01
2006-02-01, -1.21022596e-01
2006-03-01, -1.98079959e-01
2006-04-01,  2.38874545e-01
2006-05-01,  6.89514215e-01
2006-06-01,  7.48985832e-01
2006-07-01,  5.68631156e-01
2006-08-01,  1.09182617e+00
2006-09-01,  7.72470822e-01
2006-10-01,  1.56742981e+00
2006-11-01,  1.77364735e+00
2006-12-01,  1.11604764e+00
2007-01-01,  9.67998176e-01
2007-02-01,  7.88913739e-01
2007-03-01,  3.22960486e-01
2007-04-01,  7.83052451e-01
2007-05-01,  1.07164838e+00
2007-06-01,  1.80714969e+00
2007-07-01,  1.02632216e+00
2007-08-01,  1.56443198e+00
2007-09-01,  1.06721090e+00
2007-10-01,  5.88274497e-01
2007-11-01,  3.67299859e-01
2007-12-01, -4.24256827e-01
2008-01-01,  5.29715224e-01
2008-02-01, -1.10156233e+00
2008-03-01, -1.45817809e+00
2008-04-01, -1.18883549e+00
2008-05-01, -7.65524648e-01
2008-06-01,  3.57711254e-01
2008-07-01,  5.77085283e-01
2008-08-01,  9.05034700e-01
2008-09-01,  1.44015680e+00
2008-10-01,  1.62171070e+00
2008-11-01,  9.68587570e-01
2008-12-01,  4.17489387e-01
2009-01-01,  5.53054490e-01
2009-02-01,  1.32804608e+00
2009-03-01,  1.51710691e+00
2009-04-01,  6.41385866e-01
2009-05-01,  1.27212352e+00
2009-06-01,  1.90305282e+00
2009-07-01,  6.94544900e-01
2009-08-01,  1.41675837e+00
2009-09-01,  1.03014464e+00
2009-10-01,  1.71003252e+00
2009-11-01,  1.35943139e+00
2009-12-01,  2.09763654e+00
2010-01-01,  2.14296400e+00
2010-02-01,  2.32590743e+00
2010-03-01,  2.79375826e+00
2010-04-01,  2.85174267e+00
2010-05-01,  1.84485528e+00
2010-06-01,  1.70034066e+00
2010-07-01,  1.28181426e+00
2010-08-01,  1.08771364e+00
2010-09-01,  2.15203709e-01
2010-10-01,  7.24376101e-02
2010-11-01,  1.67428994e-01
2010-12-01, -4.53357203e-01
2011-01-01, -5.83420301e-01
2011-02-01, -3.49295695e-01
2011-03-01, -1.11102756e-01
2011-04-01, -3.91681180e-01
2011-05-01, -6.26062947e-02
2011-06-01,  7.79079012e-01
2011-07-01,  9.84706991e-01
2011-08-01,  1.58045524e+00
2011-09-01,  1.19699335e+00
2011-10-01,  2.12509794e+00
2011-11-01,  1.89504932e+00
2011-12-01,  1.54430774e+00
2012-01-01,  1.00568553e+00
2012-02-01,  2.74978071e-01
2012-03-01, -2.05078483e-01
2012-04-01,  5.84919084e-01
2012-05-01,  6.11086660e-01
2012-06-01,  6.40165042e-01
2012-07-01,  1.02177282e+00
2012-08-01,  2.24125855e+00
2012-09-01,  1.49126509e+00
2012-10-01,  1.53268427e+00
2012-11-01,  1.29612533e+00
2012-12-01,  1.71393141e+00
2013-01-01,  1.00848794e+00
2013-02-01,  9.73333856e-01
2013-03-01,  1.19767667e+00
2013-04-01,  7.68261979e-01
2013-05-01, -3.92175876e-01
2013-06-01, -5.91501252e-01
2013-07-01, -4.07174281e-01
2013-08-01,  1.93998648e-01
2013-09-01,  5.50791937e-01
2013-10-01,  8.56279112e-01
2013-11-01,  1.68701404e+00
2013-12-01,  7.60436633e-01
2014-01-01,  4.98587240e-01
2014-02-01,  2.32714605e-01
2014-03-01, -1.79526234e-01
2014-04-01,  8.79930181e-01
2014-05-01,  1.29108578e+00
2014-06-01,  1.45271744e+00
2014-07-01,  7.73389957e-01
2014-08-01,  9.53720381e-01
2014-09-01,  9.59606227e-01
2014-10-01,  1.94622504e+00
2014-11-01,  1.79433441e+00
2014-12-01,  1.62928814e+00
2015-01-01,  5.70236388e-01
2015-02-01, -5.73839598e-02
2015-03-01,  1.00563046e+00
2015-04-01,  1.54333864e+00
2015-05-01,  2.39866668e+00
2015-06-01,  2.78417332e+00
2015-07-01,  2.53161183e+00
2015-08-01,  3.32449965e+00
2015-09-01,  3.24312854e+00
2015-10-01,  3.57517627e+00
2015-11-01,  2.76544775e+00
2015-12-01,  3.26327900e+00
2016-01-01,  3.16542606e+00
2016-02-01,  2.04621687e+00
2016-03-01,  3.38619935e+00
2016-04-01,  3.47021261e+00
2016-05-01,  2.79627198e+00
2016-06-01,  1.21462175e+00
2016-07-01,  3.60024985e-02
2016-08-01,  9.92431899e-01
2016-09-01, -4.70905351e-01
2016-10-01, -1.71714087e-01
2016-11-01,  6.03007380e-02
2016-12-01,  6.79984882e-01
2017-01-01,  9.12858898e-02
2017-02-01,  8.17532947e-01
2017-03-01,  4.22129023e-01
2017-04-01,  7.79073597e-01
2017-05-01,  1.59501468e+00
2017-06-01,  1.48718764e+00
2017-07-01,  2.10946447e+00
2017-08-01,  2.63793784e+00
2017-09-01,  2.15361758e+00
2017-10-01,  1.82803921e+00
2017-11-01,  1.82418767e+00
2017-12-01,  1.82116241e-01
2018-01-01, -5.47015971e-01
2018-02-01,  1.00675092e+00
2018-03-01,  1.45023853e-01
2018-04-01,  6.55885230e-01
2018-05-01,  1.10885172e+00
2018-06-01,  6.32006742e-01
2018-07-01,  7.14785869e-01
2018-08-01,  1.13796415e+00
2018-09-01,  1.77095180e+00
2018-10-01,  1.53047642e+00
2018-11-01,  2.09192097e+00
2018-12-01,  1.96890300e+00
