# n_modes: 24
# season: DJF
# base_period_start_date: 19790101
# base_period_end_date: 20011201
# composites_input_file: jra.55.hgt.500.1958010100_2018123118.rolling_mean.window_length_10.anom.dayofyear.19790101_20011230.nc
# anomalies_input_file: jra.55.hgt.500.1958010100_2018123118.rolling_mean.window_length_10.anom.month.19790101_20011230.nc
# base_period_start: 19790101
# base_period_end: 20011230
# calendar: proleptic_gregorian
date,nhtele_index_1,nhtele_index_2,nhtele_index_3,nhtele_index_4
1979-07-01, -1.01666091e+00, -2.82509088e-01,  1.83531371e+00, -9.98315254e-01
1979-08-01,  6.16261634e-01, -2.79284017e-01, -6.04056088e-02, -2.92201612e-01
1979-09-01, -1.53368444e-01,  4.49553468e-02,  6.77434244e-01, -8.30586052e-01
1979-10-01,  6.20776351e-01, -5.90231224e-01, -1.86373272e-01,  3.98163647e-01
1979-11-01, -1.00630721e+00,  7.70184999e-01,  8.26943004e-01, -1.14279273e+00
1979-12-01, -7.59460739e-01,  1.12984026e+00, -3.37694069e-01, -2.49462106e-01
1980-01-01,  1.20456621e+00, -1.12466456e+00, -6.18895040e-02,  4.43783170e-01
1980-02-01,  1.54710923e+00, -8.89033626e-01, -3.19162405e-01,  7.21409540e-02
1980-03-01,  2.62162097e-01, -4.84760376e-01, -2.31526241e-01,  8.76378650e-01
1980-04-01, -6.55054568e-01, -5.54633765e-01,  1.65109026e+00, -1.27328215e-01
1980-05-01,  1.37527676e+00, -1.88590671e+00,  2.68903505e-01,  1.42987050e-01
1980-06-01, -3.38099267e-01,  2.41601696e-01,  1.34680563e-01,  5.85949912e-02
1980-07-01,  6.81578906e-01,  6.55681777e-01, -7.02387285e-01, -8.82894044e-01
1980-08-01,  1.23000780e+00, -5.15983754e-01, -1.23392270e+00,  1.81460236e-01
