# mode: 0
# n_modes: 10
# loading_pattern_sst_input_file: fcst_surf125.118_brtmp.1958010100_2018123100.daily.2.5x2.5.anom.seasonal.19790101_20011230.nc
# loading_pattern_mslp_input_file: anl_surf125.002_prmsl.1958010100_2018123100.daily.2.5x2.5.anom.seasonal.19790101_20011230.nc
# loading_pattern_uwnd_input_file: anl_surf125.033_ugrd.1958010100_2018123100.daily.2.5x2.5.anom.seasonal.19790101_20011230.nc
# loading_pattern_vwnd_input_file: anl_surf125.034_vgrd.1958010100_2018123100.daily.2.5x2.5.anom.seasonal.19790101_20011230.nc
# loading_pattern_olr_input_file: jra.55.ulwrf.ntat.1958010100_2018123121.daily.2.5x2.5.anom.seasonal.19790101_20011230.nc
# seasonal_sst_anomalies_input_file: fcst_surf125.118_brtmp.1958010100_2018123100.daily.2.5x2.5.anom.seasonal.19790101_20011230.nc
# seasonal_mslp_anomalies_input_file: anl_surf125.002_prmsl.1958010100_2018123100.daily.2.5x2.5.anom.seasonal.19790101_20011230.nc
# seasonal_uwnd_anomalies_input_file: anl_surf125.033_ugrd.1958010100_2018123100.daily.2.5x2.5.anom.seasonal.19790101_20011230.nc
# seasonal_vwnd_anomalies_input_file: anl_surf125.034_vgrd.1958010100_2018123100.daily.2.5x2.5.anom.seasonal.19790101_20011230.nc
# seasonal_olr_anomalies_input_file: jra.55.ulwrf.ntat.1958010100_2018123121.daily.2.5x2.5.anom.seasonal.19790101_20011230.nc
# base_period_start: 19790101
# base_period_end: 20011230
# calendar: proleptic_gregorian
date,mei
1987-10-01,  1.05799826e+00
1987-11-01,  7.97873220e-01
1987-12-01,  5.73930712e-01
1988-01-01,  3.98739437e-01
1988-02-01,  1.29728772e-01
1988-03-01, -3.32865806e-02
1988-04-01, -2.51972294e-01
1988-05-01, -5.13584604e-01
1988-06-01, -1.31644044e+00
1988-07-01, -1.89230446e+00
1988-08-01, -1.89334116e+00
1988-09-01, -1.98922754e+00
1988-10-01, -1.71553720e+00
1988-11-01, -1.75680567e+00
1988-12-01, -1.64281618e+00
1989-01-01, -1.24326582e+00
1989-02-01, -1.14652183e+00
1989-03-01, -1.22351820e+00
1989-04-01, -1.18457836e+00
1989-05-01, -1.18663812e+00
1989-06-01, -1.15875317e+00
1989-07-01, -1.26512559e+00
1989-08-01, -8.47285862e-01
1989-09-01, -6.91418468e-01
1989-10-01, -7.04339164e-01
1989-11-01, -4.53721034e-01
1989-12-01, -1.55500164e-01
1990-01-01, -1.02446576e-02
1990-02-01,  1.72460850e-01
1990-03-01,  2.09674386e-01
1990-04-01, -1.56173573e-01
1990-05-01, -1.56696053e-01
1990-06-01, -4.00067003e-02
1990-07-01,  3.89678711e-02
1990-08-01, -2.75927896e-02
1990-09-01,  1.65862123e-01
1990-10-01, -1.63658246e-01
1990-11-01,  1.12750304e-03
1990-12-01,  1.37908551e-01
1991-01-01,  5.40619679e-02
1991-02-01, -1.11146604e-02
1991-03-01, -4.63998443e-02
1991-04-01, -1.58634444e-01
1991-05-01,  1.43640398e-01
1991-06-01,  6.44691685e-01
1991-07-01,  7.06503183e-01
1991-08-01,  3.02904151e-01
1991-09-01,  5.32742741e-01
1991-10-01,  9.83837148e-01
1991-11-01,  1.03999272e+00
1991-12-01,  1.07479148e+00
1992-01-01,  1.48688065e+00
1992-02-01,  1.40104661e+00
1992-03-01,  1.49775773e+00
1992-04-01,  1.55989684e+00
1992-05-01,  1.31058162e+00
1992-06-01,  1.33734496e+00
1992-07-01,  5.77584348e-01
1992-08-01, -4.80766036e-02
1992-09-01,  4.20162567e-01
1992-10-01,  7.03932550e-01
1992-11-01,  6.27941039e-01
1992-12-01,  6.47617376e-01
1993-01-01,  7.27555252e-01
1993-02-01,  8.39505844e-01
1993-03-01,  6.26535486e-01
1993-04-01,  6.69428373e-01
1993-05-01,  1.17116911e+00
1993-06-01,  1.28315191e+00
1993-07-01,  8.18582673e-01
1993-08-01,  5.21723499e-01
1993-09-01,  5.21732827e-01
1993-10-01,  8.13855583e-01
1993-11-01,  6.50095095e-01
1993-12-01,  2.70081388e-01
1994-01-01, -3.00243902e-02
1994-02-01, -2.11929360e-01
1994-03-01, -3.28604232e-01
1994-04-01, -2.29606810e-01
1994-05-01, -1.58888886e-01
1994-06-01,  7.58688289e-02
1994-07-01,  6.74020943e-01
1994-08-01,  6.53352549e-01
1994-09-01,  8.96412897e-01
1994-10-01,  1.40234781e+00
1994-11-01,  9.03055577e-01
1994-12-01,  7.72778197e-01
1995-01-01,  6.27775276e-01
1995-02-01,  3.89680073e-01
1995-03-01,  6.42226643e-02
1995-04-01, -6.08565222e-02
1995-05-01, -1.10762634e-02
1995-06-01, -8.76062412e-02
1995-07-01, -2.65376469e-01
1995-08-01, -6.75054407e-01
1995-09-01, -1.04845250e+00
1995-10-01, -8.86068108e-01
1995-11-01, -8.52013238e-01
1995-12-01, -9.77024125e-01
1996-01-01, -9.35729957e-01
